Back to Contents,Data 1: Total Products Exports by Destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,MPEEXUS1,MTXEX_NUS-NAF_1,MTXEX_NUS-NAL_1,MTXEX_NUS-NAG_1,MTXEX_NUS-NAN_1,MTXEX_NUS-NAO_1,MTXEX_NUS-NAV_1,MTXEX_NUS-NAC_1,MTXEX_NUS-NAR_1,MTXEX_NUS-NAE_1,MTXEX_NUS-NAA_1,MTXEX_NUS-NAS_1,MTXEX_NUS-NAU_1,MTXEX_NUS-NAJ_1,MTXEX_NUS-NBG_1,MTXEX_NUS-NBF_1,MTXEX_NUS-NBA_1,MTXEX_NUS-NBB_1,MTXEX_NUS-NBO_1,MTXEX_NUS-NBE_1,MTXEX_NUS-NBH_1,MTXEX_NUS-NBN_1,MTXEX_NUS-NBL_1,MTXEX_NUS-NBK_1,MTXEX_NUS-NBC_1,MTXEX_NUS-NBR_1,MTXEX_NUS-NIO_1,MTXEX_NUS-NBX_1,MTXEX_NUS-NBU_1,MTXEX_NUS-NUV_1,MTXEX_NUS-NBM_1,MTXEX_NUS-NBD_1,MTXEX_NUS-NCB_1,MTXEX_NUS-NCM_1,MTXEX_NUS-NCA_1,MTXEX_NUS-NCV_1,MTXEX_NUS-NCJ_1,MTXEX_NUS-NCD_1,MTXEX_NUS-NCI_1,MTXEX_NUS-NCH_1,MTXEX_NUS-NCK_1,MTXEX_NUS-NCO_1,MTXEX_NUS-NCN_1,MTXEX_NUS-NCF_1,MTXEX_NUS-NCG_1,MTXEX_NUS-NCS_1,MTXEX_NUS-NHR_1,MTXEX_NUS-NCU_1,M_EPP0_EEX_NUS-NUC_MBBL,MTXEX_NUS-NCY_1,MTXEX_NUS-NCZ_1,MTXEX_NUS-NDA_1,MTXEX_NUS-NDJ_1,MTXEX_NUS-NDO_1,MTXEX_NUS-NDR_1,MTXEX_NUS-NEC_1,MTXEX_NUS-NEG_1,MTXEX_NUS-NES_1,MTXEX_NUS-NEK_1,MTXEX_NUS-NER_1,MTXEX_NUS-NEN_1,MTXEX_NUS-NWZ_1,MTXEX_NUS-NET_1,MTXEX_NUS-NFK_1,MTXEX_NUS-NFJ_1,MTXEX_NUS-NFI_1,MTXEX_NUS-NFR_1,MTXEX_NUS-NFG_1,MTXEX_NUS-NFP_1,MTXEX_NUS-NFS_1,MTXEX_NUS-NGB_1,MTXEX_NUS-NGA_1,MTXEX_NUS-NGG_1,MTXEX_NUS-NGM_1,MTXEX_NUS-NGH_1,MTXEX_NUS-NGI_1,MTXEX_NUS-NGR_1,MTXEX_NUS-NGL_1,MTXEX_NUS-NGJ_1,M_EPP0_EEX_NUS-NGP_1,MTXEX_NUS-NGT_1,MTXEX_NUS-NGV_1,MTXEX_NUS-NPU_1,MTXEX_NUS-NGY_1,MTXEX_NUS-NHA_1,MTXEX_NUS-NHO_1,MTXEX_NUS-NHK_1,MTXEX_NUS-NHU_1,MTXEX_NUS-NIC_1,MTXEX_NUS-NIN_1,MTXEX_NUS-NID_1,MTXEX_NUS-NIR_1,MTXEX_NUS-NIZ_1,MTXEX_NUS-NEI_1,MTXEX_NUS-NIS_1,MTXEX_NUS-NIT_1,MTXEX_NUS-NIV_1,MTXEX_NUS-NJM_1,MTXEX_NUS-NJA_1,MTXEX_NUS-NJO_1,MTXEX_NUS-NKZ_1,MTXEX_NUS-NKE_1,MTXEX_NUS-NKR_1,MTXEX_NUS-NKS_1,MTXEX_NUS-NKG_1,MTXEX_NUS-NKT_1,MTXEX_NUS-NKU_1,MTXEX_NUS-NLA_1,MTXEX_NUS-NLG_1,MTXEX_NUS-NLE_1,MTXEX_NUS-NLI_1,MTXEX_NUS-NLY_1,MTXEX_NUS-NLS_1,MTXEX_NUS-NLH_1,MTXEX_NUS-NLU_1,MTXEX_NUS-NMC_1,MTXEX_NUS-NMK_1,MTXEX_NUS-NMA_1,MTXEX_NUS-NMI_1,MTXEX_NUS-NMY_1,MTXEX_NUS-NMV_1,MTXEX_NUS-NML_1,MTXEX_NUS-NMT_1,MTXEX_NUS-NRM_1,MTXEX_NUS-NMB_1,MTXEX_NUS-NMR_1,MTXEX_NUS-NMP_1,MTXEX_NUS-NMX_1,MTXEX_NUS-NFM_1,MTXEX_NUS-NMQ_1,MTXEX_NUS-NMD_1,MTXEX_NUS-NMN_1,MTXEX_NUS-NMG_1,M_EPP0_EEX_NUS-NMJ_1,MTXEX_NUS-NMH_1,MTXEX_NUS-NMO_1,MTXEX_NUS-NMZ_1,MTXEX_NUS-NWA_1,MTXEX_NUS-NNP_1,MTXEX_NUS-NNL_1,MTXEX_NUS-NNA_1,MTXEX_NUS-NNC_1,MTXEX_NUS-NNZ_1,MTXEX_NUS-NNU_1,MTXEX_NUS-NNG_1,MTXEX_NUS-NNI_1,MTXEX_NUS-NNE_1,MTXEX_NUS-NNO_1,MTXEX_NUS-NMU_1,MTXEX_NUS-NPK_1,MTXEX_NUS-NPS_1,MTXEX_NUS-NPM_1,MTXEX_NUS-NPP_1,MTXEX_NUS-NPF_1,MTXEX_NUS-NPA_1,MTXEX_NUS-NPE_1,MTXEX_NUS-NRP_1,MTXEX_NUS-NPL_1,MTXEX_NUS-NPO_1,MTXEX_NUS-NPZ_1,MTXEX_NUS-NQA_1,MTXEX_NUS-NRO_1,MTXEX_NUS-NRS_1,MTXEX_NUS-NSC_1,MTXEX_NUS-NST_1,MTXEX_NUS-NSB_1,MTXEX_NUS-NVC_1,MTXEX_NUS-NWS_1,MTXEX_NUS-NSM_1,MTXEX_NUS-NTP_1,MTXEX_NUS-NSA_1,MTXEX_NUS-NSG_1,M_EPP0_EEX_NUS-NRI_MBBL,MTXEX_NUS-NYI_1,MTXEX_NUS-NSE_1,MTXEX_NUS-NSL_1,MTXEX_NUS-NSN_1,M_EPP0_EEX_NUS-NNN_MBBL,MTXEX_NUS-NSK_1,MTXEX_NUS-NSI_1,MTXEX_NUS-NBP_1,MTXEX_NUS-NSF_1,MTXEX_NUS-NSP_1,MTXEX_NUS-NPG_1,MTXEX_NUS-NCE_1,MTXEX_NUS-NNS_1,MTXEX_NUS-NSW_1,MTXEX_NUS-NSZ_1,MTXEX_NUS-NSY_1,MTXEX_NUS-NTW_1,MTXEX_NUS-NTZ_1,MTXEX_NUS-NTH_1,MTXEX_NUS-NTN_1,MTXEX_NUS-NTO_1,MTXEX_NUS-NTD_1,MTXEX_NUS-NTS_1,MTXEX_NUS-NTU_1,MTXEX_NUS-NTX_1,MTXEX_NUS-NTK_1,MTXEX_NUS-NUG_1,MTXEX_NUS-NUR_1,MTXEX_NUS-NTC_1,MTXEX_NUS-NUK_1,MTXEX_NUS-NUY_1,MTXEX_NUS-NUZ_1,MTXEX_NUS-NNH_1,MTXEX_NUS-NVE_1,MTXEX_NUS-NVM_1,MTXEX_NUS-NVI_1,MTXEX_NUS-NVQ_1,MTXEX_NUS-NYE_1,MTXEX_NUS-NWI_1,MTXEX_NUS-NYO_1
Apr-2007,40222,,,0,,0,,0,52,,147,163,2,,,1047,0,4,,55,97,,,,,1383,,0,0,,0,,,0,3635,,205,0,661,979,,53,,,,257,31,,,,,0,,0,586,349,1,595,0,,0,,0,,,2,756,,,,0,0,,28,1,474,1,,0,,883,0,,2,5,861,3,0,,350,2,,0,162,448,718,0,968,2167,0,0,,,737,,,,,0,265,1,0,,0,,,,,,2,,,,0,,0,0,7794,0,0,,,,,,260,99,,,1243,850,,1,350,,62,,71,2,0,,1477,,0,1,293,3,1,359,289,0,0,97,,0,,,0,,,3,0,,,,0,3503,,,,,135,2674,,0,1,1,0,,21,0,6,0,784,20,0,215,,21,,0,117,42,1,,,282,1,0,0,0,,
May-2007,43548,,,0,,7,,0,42,,394,393,1,0,,809,0,1,,577,30,,0,,,1260,,,0,,92,,,0,5067,,17,,928,462,,60,,0,0,12,0,,,175,0,290,0,1,337,1049,8,174,1,,172,,,,,1,890,5,,,0,,,89,1,628,22,,1,12,955,0,,2,5,981,3,,0,281,1,,0,181,766,995,0,928,2325,1,1,0,,205,,,2,,0,736,,0,,0,,,,,,3,,,196,,,,,9301,0,54,,,0,,,308,22,,0,2344,410,0,101,58,,3,,82,0,0,,2384,,0,2,730,2,0,364,369,0,0,8,,1,,,0,,,4,0,,,,1,1466,,,,,20,1285,,0,1,3,0,,48,0,6,,,4,354,18,,24,,0,4,246,1,,,933,4,,3,1,,
Jun-2007,38376,,,0,,1,0,0,64,,95,340,0,,,887,0,3,0,122,11,,1,,,923,,,394,,30,,,0,4349,,34,,2886,359,,280,,,,114,290,,,,0,137,0,0,360,889,2,237,0,,0,,,,,1,116,,,,0,0,,64,1,206,0,,0,0,1068,,,2,3,640,5,,,678,1,,0,175,591,1524,0,642,1217,0,1,,,787,,,1,,,388,,0,,,,,,,,5,,,,0,,0,,8415,,104,,,,,,191,58,,,174,2,0,97,112,,61,,125,2,1,,1699,,,0,517,0,0,0,549,1,497,76,0,273,,0,,,,67,,,,,0,1072,,,,,159,797,,0,2,1,3,,58,,5,0,809,4,189,431,,84,,0,1,23,1,0,,737,3,0,1,0,,
Jul-2007,45855,,,120,,1,,,639,,1,320,0,,,782,0,3,,430,53,,0,,,2128,,0,196,,0,,,54,5463,,65,,1765,633,,11,,,,9,0,,,0,,281,,1,306,225,8,392,0,,0,,,,0,0,1076,,,,0,0,0,96,1,511,240,,0,0,700,0,,2,3,1499,8,0,0,357,7,,,235,355,2115,0,1001,2047,0,0,,,775,,,2,,112,1,,0,,0,,,,,,5,,0,90,0,,,,7671,,51,,,,,,334,30,,,2222,822,,1,80,,31,,131,3,0,,1603,,0,1,263,1,0,249,371,2,246,15,0,1,,,0,,,219,,,,,,2138,,,,,119,2139,,0,1,2,297,,52,,4,,,25,1,658,,54,,0,137,67,0,,,683,1,0,1,0,,
Aug-2007,44661,0,,471,,0,0,0,96,,104,215,1,0,,1218,0,2,,478,39,,0,,,1106,,,0,,1,0,,0,4887,,48,,2437,986,,556,,0,0,250,46,,,,0,172,,0,742,882,1,211,2,,307,,0,,,249,900,,,,0,0,,37,1,1850,390,,0,40,432,,,2,6,644,4,0,1,507,2,,0,84,301,285,,741,1469,0,1,0,,26,,,2,,,1,,0,,0,,,0,0,,5,,,,0,,,0,8370,,102,0,,0,,,724,74,,,1621,838,,110,5,,34,,11,3,0,,1185,,0,1,280,2,1,186,52,0,,17,,0,,,0,,,10,0,,,,1,3826,,,0,,135,1632,,0,2,1,0,,11,,12,0,623,5,0,248,0,82,,0,8,24,1,,,1124,8,0,1,,,
Sep-2007,39814,,,287,,9,,0,827,,60,341,2,,,429,1,1,,667,1,,1,,0,1144,,,,,1,0,,4,5562,,28,,2075,101,,280,,0,0,36,1,,,,0,166,,1,29,44,1,20,0,,0,,,,,0,599,,,,149,,,298,73,558,212,,0,67,140,0,,2,1,615,4,,0,553,7,,0,1,350,1471,0,666,922,0,0,,,418,,,2,,0,386,0,0,,0,,,,,,6,,,,0,,0,,7607,0,96,,,0,,,,56,,,2707,906,,99,3,,4,,53,1,0,,1314,,0,1,1049,2,1,217,439,0,1,27,0,0,,,,,,21,,,,,1,2039,,,,,56,1817,,0,2,2,0,,66,,7,,402,17,187,354,,44,,0,4,53,0,,,535,3,,1,0,,
Oct-2007,40743,,,564,,1,,0,312,0,0,185,0,,,2369,252,34,0,396,2,,0,,,1620,,0,387,,1,,0,,4060,,2,,1747,51,,111,,0,0,523,270,,,0,0,0,,0,239,481,7,104,0,,0,,,,0,1,1043,,,,0,0,,30,1,468,64,,,,1276,0,,2,16,361,3,0,0,455,4,,0,302,652,843,,1316,1747,0,1,0,,408,,,2,,0,127,0,,,0,,,,,,6,,,311,1,,0,,7326,0,123,0,,,,,178,54,,,979,1121,,1,5,,2,0,165,1,0,,1882,,0,2,1417,1,0,186,317,2,,23,0,0,,,0,,,102,,,,,1,320,,,,,158,942,,0,1,2,0,,6,,8,0,619,22,182,282,,52,,1,2,580,1,,,455,1,,1,0,,
Nov-2007,52398,,0,567,,3,0,0,336,,217,293,0,,,2379,0,0,,44,29,387,0,,,1785,,,77,,2,,0,19,6772,,59,,970,424,,716,,0,0,486,0,,,,,164,,1,1259,555,1,136,0,,,,,,,1,456,,,,0,,,61,1,1017,490,,1,,630,,,1,1,947,3,0,51,23,3,,,302,552,917,0,1175,2435,1,0,,,378,,,1,,0,119,,0,,0,,,,0,,6,,,128,,,0,,12626,,37,,,,,,414,70,,,2717,1208,0,1,33,,59,,71,1,0,,891,,0,2,282,1,8,0,248,0,0,20,,0,,0,0,,,112,,,,,0,2416,,,0,,148,1287,,0,2,2,1,,9,0,16,0,0,15,,362,,42,,0,4,1003,1,,,891,10,,0,0,,
Dec-2007,47188,0,0,573,,1,0,0,426,,115,215,0,,,1054,0,34,,748,55,,0,,,676,,,,,0,,0,0,6447,,56,,1936,591,,187,,0,,447,0,,,0,0,1,,0,647,249,0,230,0,,0,,,,,214,1027,,,,0,,,266,1,,227,,,0,427,,,2,2,1403,104,0,,373,1,,0,290,417,1058,0,1020,646,12,0,,,745,,,11,,1,268,0,0,,1,,,,,,4,,,,0,,,,8666,,59,,,0,,,156,25,129,,4364,842,,78,65,,123,,130,1,0,,1309,,0,4,619,1,1,184,157,0,0,9,0,2,,,0,,,40,,,,,,3610,,0,,,634,1173,,0,1,1,1,,50,,4,,,21,0,32,,55,,0,2,740,1,,,620,3,0,1,0,,
Jan-2008,49846,0,,0,,1,,0,303,,49,364,1,,,1057,1,1,,70,51,377,1,,,1465,,0,,,1,0,,,7397,,67,0,2076,118,,624,,0,,199,48,,,,0,2,,0,713,608,0,211,0,,,,,,,4,565,,,,0,0,,398,3,955,0,,0,0,817,9,,2,2,1345,2,,42,502,21,,0,183,825,1042,37,1019,1945,0,0,,,538,,,2,,0,389,,7,,0,,,,,,3,,,328,1,,0,,11059,,152,,,,,,,132,0,,3429,1273,,96,85,,100,,100,1,2,,1302,,,1,522,1,3,193,123,0,,7,,0,,0,0,,,25,,,,,,1564,,,110,,231,577,,0,1,2,0,,623,,7,,,13,406,281,,25,,0,8,8,2,,,584,3,0,0,,,
Feb-2008,53010,,,0,,1,,0,387,,1238,399,0,0,,709,1,1,,178,57,1039,1,,,2134,,,209,,1,0,0,26,6201,,76,,3791,53,,91,,,,471,267,,,0,0,212,,0,441,723,19,371,0,,,,0,,0,0,704,,,,0,,,558,0,1600,372,,0,0,427,0,,1,2,553,3,,,156,2,,0,193,2,1016,0,557,839,0,1,0,,555,,,11,,0,268,1,0,,0,,0,,,,3,,,0,0,,0,,10144,0,63,,,,,,496,65,,,2436,1470,,53,23,,170,,39,59,1,,1675,,,3,196,1,0,238,438,0,2,79,,0,,0,0,,,88,,,,,1,3151,,,0,,185,2896,,0,2,2,0,,49,,7,,,22,0,512,,27,,0,83,405,1,,,995,1,0,2,1,,
Mar-2008,55111,,0,0,,0,0,0,534,,81,407,1,,,1270,0,35,,220,81,,1,0,,921,,,26,,1,,0,0,7615,,100,,3112,776,,581,,,,240,1,,,0,0,242,,0,776,618,1,100,0,,0,,,,0,3,223,,,,,1,,41,0,1320,214,,0,,737,0,,1,4,952,3,0,42,271,1,,,180,639,1435,0,1028,1643,1,1,,,240,,,1,,0,640,0,1,,1,,,,,,6,,,241,0,,0,,11042,0,64,,,0,,,178,53,,,3300,816,,94,203,,62,,104,3,0,,2346,,0,2,1286,2,0,212,264,1,152,68,0,,,0,,,,6,,,,0,0,2917,,,,,113,1536,,1,1,2,0,,13,,10,0,235,16,0,1102,,43,,0,8,293,1,,,942,8,0,1,,,
Apr-2008,51749,0,,1,,1,0,0,312,,484,149,0,0,,650,0,1,,45,36,551,0,,,2209,,,179,,76,0,,0,6897,,49,,3827,372,,894,,,0,599,0,,,0,0,1,0,0,769,499,1,220,0,,0,,0,,0,0,726,,,,0,0,4,72,0,1280,58,,,127,1144,7,,2,5,991,6,0,0,28,1,,0,172,362,505,17,997,2255,1,1,,,467,,,2,,0,236,,0,,14,,,,,,3,0,,,0,,,,11227,,11,0,,2,,,843,32,0,,2166,1027,,58,69,,48,,78,1,0,,1381,,0,4,893,1,1,376,239,0,0,8,0,0,,0,0,,,2,,,,,0,2246,,,,,36,484,,1,1,18,0,,132,0,12,0,,4,2,176,,25,,0,85,963,3,,,774,5,0,1,0,,
May-2008,54998,,,0,,1,0,0,1303,,150,128,0,0,,841,1,33,,935,100,505,1,,,1001,,,199,,1,,,0,6742,,118,,3877,908,,674,,0,0,496,301,,,0,0,0,0,,515,506,9,301,1,,,,,,,1,1037,,,,0,0,0,457,0,1152,364,,0,25,419,1,,1,3,684,38,,93,429,6,,0,1,304,1432,5,688,1919,0,1,,,12,,,1,,1,2,,0,,0,,,,,,5,,,,,,0,,10487,0,88,,,0,,,0,99,,,2530,1120,0,1,22,,98,,107,2,2,,2707,,0,5,1162,4,2,0,346,2,0,7,,0,,,0,,,10,,,,,1,2727,,,99,,174,2018,,,1,1,0,,371,,8,0,,27,194,494,,28,,0,2,910,3,,,404,1,0,1,0,,
Jun-2008,63730,,,1,,1,,0,1805,,84,379,1,,,1098,0,34,,881,37,406,1,,,2340,,,186,,1,0,,0,6540,,46,0,3387,428,,680,,0,,359,1,,,,0,236,,0,193,838,2,169,0,,1,,0,,,0,1088,,,,0,0,,679,,2534,56,,5,48,1071,0,,1,2,849,6,0,25,279,234,,0,356,586,1580,0,890,1787,1,1,0,,912,,,0,,0,790,0,0,,0,,,,,,4,0,,,,,0,,13276,,160,,,0,,,328,97,,,4422,2,0,91,47,,278,,53,59,1,,1293,,0,3,1254,1,1,394,600,0,0,7,0,5,,1,0,,,2,0,,,,1,2850,,,,,130,1447,,0,1,4,69,,130,0,7,0,,21,0,1559,0,19,,0,4,303,66,,,815,1,0,2,0,,
Jul-2008,62694,,,0,,1,,1,376,,62,403,1,,,597,1,2,,1129,90,,0,,,2077,,,0,,1,,0,,7651,,95,,1825,231,,660,,,0,241,1,,,0,0,1,,0,823,233,166,522,1,,0,,0,,,0,1131,,,,,,0,435,0,3239,30,,0,0,1025,,,1,13,533,3,,18,123,2,,0,117,1207,2106,,656,1343,1,0,,,598,,,1,,0,7,0,9,,0,,,,,,5,,,0,,,0,,12655,0,128,,,0,,1,271,362,408,,4897,703,,0,25,,686,0,131,0,1,,1637,,0,7,813,2,1,194,188,0,0,20,0,0,,0,0,,,2,0,,,0,,1493,,,,,159,2812,,,1,4,1,,907,0,20,0,,5,0,2156,,27,,1,178,1258,1,,,733,2,0,8,,,
Aug-2008,62413,,,1,,23,,0,671,,664,160,1,,,383,0,1,0,519,47,646,1,,,2644,,0,228,,61,0,0,0,6304,,46,,2158,78,,1341,,0,,450,295,,,,0,160,,0,573,442,4,214,0,,0,,0,,0,0,899,0,,,,,,88,0,1268,792,,0,0,557,1,,1,3,798,2,0,53,540,1,,0,143,880,618,1,677,1820,1,1,,,394,0,,8,,0,909,1,0,,0,,,0,,,4,,0,,,,0,0,10623,0,64,0,,0,,,535,63,252,0,4604,1671,,100,24,,556,1,355,0,0,,2639,,0,3,1478,2,0,398,633,1,255,29,,0,,,,,,6,,,,,1,1706,,,0,,101,2296,1,0,1,893,248,,22,,213,,,23,194,1592,,21,,0,8,890,4,,,1323,2,0,1,0,,
Sep-2008,38503,,,0,,0,,0,338,,0,383,0,,,675,1,35,,58,64,,2,,,1549,,,,,1,0,0,0,6421,,27,,1455,505,,338,,,,402,1,,,0,0,0,,,97,218,1,101,0,,,,,,,0,275,,,,119,0,,581,0,1121,579,,,163,618,,,1,2,279,31,0,0,182,1,,0,1,2,695,0,605,2056,1,1,0,,666,,,3,,0,136,,,,0,,,,,,3,0,,,0,,0,0,7215,,15,,,,,1,184,,,,768,908,,0,210,,316,,106,0,0,,741,,0,4,905,1,0,165,440,1,0,4,,0,,0,,,,4,0,,,,,1798,,,,,215,2048,,0,1,16,0,,9,,13,,,3,0,694,,15,,1,47,283,1,,,569,5,0,1,0,,
Oct-2008,50063,,0,0,,3,,0,18,,74,235,1,,,893,1,2,,785,39,,1,,,1664,,,,,2,,0,0,9808,,60,,2433,97,,354,,,,260,45,,,0,0,271,,0,641,1110,256,84,0,0,44,,0,,,1,1178,,,,,0,1,493,,960,209,,0,300,716,0,,2,2,468,7,0,36,200,4,,0,156,924,1232,0,1033,1602,1,0,0,,853,,,2,,0,365,,0,,,,,,,,4,,,,0,,0,0,7237,,175,,,0,,,391,61,,,3840,136,,59,41,,2,,128,0,1,,1310,,0,4,332,2,1,0,495,1,0,26,,0,,0,,,,6,0,,,,,2851,,,0,,372,1033,,0,0,0,0,,4,0,16,,,11,149,130,,21,,0,4,24,160,,,825,0,0,276,0,,
Nov-2008,50693,0,,0,,0,0,5,31,,655,341,0,0,,1099,1,37,,822,49,518,0,,,861,,,231,,1,0,0,,7273,,78,0,830,637,,371,,,0,272,307,,,,,0,0,0,498,179,4,91,,,,,,,,1,658,11,,,,0,2,889,1,1827,586,,,4,325,,,1,2,397,4,0,11,245,5,,0,194,320,1644,0,622,1177,1,0,0,,801,,,0,,0,1,,0,,0,,,,,,5,,,215,0,,0,,7298,,64,,,1,,,705,0,,,6405,912,,95,31,,5,,92,1,0,,1119,,0,1,391,1,0,193,694,1,0,4,0,1,,0,0,,,9,0,,,,0,2651,,,246,,346,1645,,,1,316,0,0,2,,8,,,19,194,459,,13,,0,7,509,2,,,1105,0,0,1,,,
Dec-2008,56120,0,,1,,1,0,0,352,,0,270,0,,,459,0,2,,981,87,392,0,,,1061,,,332,,1,,,0,7214,,60,,1637,671,,622,,0,,493,47,,,0,0,0,,185,679,989,303,386,0,,,,,,,0,1345,,,,,0,0,359,,1985,247,,0,70,804,0,,1,4,680,181,0,33,617,0,,0,185,2,1746,1,755,1262,1,1,0,,709,,,2,,0,136,,0,,1,,,,,,1,,,,,,0,,9571,0,64,0,0,2,,,462,91,,,9039,561,,0,32,,4,,295,1,0,,728,,0,1,268,1,0,193,73,0,0,14,0,0,,0,0,,,93,0,,,,0,2345,,,,,17,1152,0,0,0,281,0,,4,0,3,,0,258,0,1039,,24,,,6,461,3,,,676,0,0,1,0,,
Jan-2009,58445,,,1,,0,1,1,311,,590,435,,,,424,4,1,,624,39,,0,,,2104,,,,,0,,,0,5910,,42,,2350,1111,,614,,0,,970,1,,,121,0,0,,2,596,1348,363,452,,,,,,,,0,2044,0,,,,0,2,15,,2022,499,,0,5,655,0,,9,2,582,2,,,2118,1,,0,1,603,714,0,940,1142,1,1,0,,766,,,2,,0,138,1,0,,,,,,,,2,,0,400,0,,0,,8750,0,139,,,,,,341,0,,,6287,77,,2,17,,3,,120,0,0,,1852,,0,1,294,0,1,1080,239,0,0,4,,0,,0,0,,,3,0,,,,,3024,,,254,,98,1818,,,2,268,83,,3,,5,,,2,,1170,0,21,,0,158,776,2,,,465,0,0,2,0,,
Feb-2009,49782,0,,1,,0,0,0,247,,628,190,0,,,761,3,34,,332,87,,0,0,,1168,,,,,0,,0,,5580,,128,,1765,2094,,1351,,0,0,654,0,,,0,0,0,,0,537,743,372,316,0,,,,0,,0,3,2021,,,,,,,247,,1734,0,,,,1151,0,,1,6,712,1,,307,795,1,,0,129,323,1642,0,553,1318,0,1,,,976,,,1,,0,132,0,0,,1,,,,,,3,,,,0,,0,,6892,0,64,,,0,,,252,55,,,4824,667,,1,30,,88,,95,0,0,,1315,,0,2,79,1,152,0,20,1,412,4,,0,,,,,,22,0,,,,0,1777,,0,,,365,1581,,0,1,212,1,,61,,3,0,,6,199,858,0,25,0,,2,2,1,,,658,0,0,1,0,,
Mar-2009,56025,0,,272,,0,,0,214,,0,1053,0,,,1647,0,1,,603,91,,0,,,942,,,186,,134,,,0,4577,,101,0,2603,2427,,1046,,0,,917,,,,,0,0,,0,1124,1060,516,316,0,,0,,,,,1,4,,,,4,,,18,,1622,249,,0,,1144,0,,1,7,1119,2,0,29,998,315,,0,1,404,1870,1,7,1234,1,1,0,,223,,,2,,,24,1,1,,,,,,,,3,,,,,,1,,7241,0,64,,,0,,,224,55,,,6742,509,,94,25,,2,,56,0,212,,1344,,0,5,333,2,1,170,342,0,0,145,0,1,,0,0,,,104,0,,,,,5402,,,,,99,1121,0,0,1,1,0,,146,,11,,,47,0,687,,24,,0,20,896,1,,,773,0,0,1,0,,
Apr-2009,56211,0,,2,,1,,5,449,,7,877,0,,,978,0,2,,1298,51,,1,,,629,,,,,1,,0,0,5554,,60,0,3426,3224,,918,,0,,993,50,,,0,0,0,,2,719,1105,750,219,0,,0,,,,0,0,925,6,,,,0,1,32,,1675,581,,1,150,545,1,,10,3,640,2,0,21,888,1,,0,157,2,928,0,257,2064,0,0,,,380,,,2,,0,0,1,1,,0,,,,,,5,,,,0,,,0,6394,0,309,,,,,1,516,142,154,,7840,1,,0,3,,139,,71,1,1,,1058,,,1,53,10,0,27,595,1,0,6,,0,,0,0,,,6,0,,,,,3035,,,107,,249,1508,,0,0,1,0,,37,,5,,,4,159,1142,,24,,0,131,1346,1,,,526,0,0,1,0,,
May-2009,60833,,,166,,0,0,0,1030,,533,81,0,,,875,0,1,,1690,56,,1,0,,1073,,,,,147,0,,,5550,,114,,3859,1027,,903,,,,787,268,,,,0,0,,2,257,1190,661,269,0,,0,,0,,,0,372,,,,23,,,34,0,2698,280,,0,5,1062,0,,1,14,847,7,,42,1170,0,,0,45,620,514,1,223,1197,,0,,,951,,,2,,0,439,0,0,,0,,,,,,3,,,,0,,0,,10239,0,358,,,,,,744,55,,,8060,613,,67,4,,336,,64,0,1,,1866,,,3,642,1,151,0,118,0,0,15,1,1,,0,0,,,4,1,,,,0,986,,,,,44,850,,0,1,2,0,,58,,306,0,150,30,0,18,0,18,,0,716,830,1,,,2382,2,1,1,0,,
Jun-2009,57182,,,0,,303,,0,1677,,0,262,0,,,983,0,3,,1360,58,,2,0,,1320,,,,,1,0,0,,4311,,146,,1817,1283,,916,,0,,1023,,,,0,,1,,0,1276,918,218,107,0,,0,,,,,3,771,,,,,,0,30,281,1405,1,,,99,888,,,1,3,553,4,0,0,1614,2,,,1,324,1076,1,204,880,1,0,0,,318,,,2,,0,24,1,0,,0,,,,,,16,,,,0,,,,11941,0,187,,,0,,,0,94,0,,4341,757,,53,5,,310,525,23,1,1,,2111,,0,5,543,2,0,331,617,0,0,4,,0,,0,,,,87,52,,,,,4328,,,0,,85,852,,0,1,349,0,,234,,6,0,210,32,190,776,,19,0,0,205,860,2,,,547,3,0,1,0,,
Jul-2009,71823,0,,310,,304,0,0,982,,14,354,0,,,1569,1,2,,1037,66,650,1,0,,1413,,,124,,133,0,0,,5877,,98,0,3228,941,,1204,,0,0,656,50,,,0,0,0,,20,1312,492,169,124,0,,0,,,,0,252,584,6,,,0,0,0,36,0,1976,1,,,60,611,0,,1,6,1263,9,0,49,468,1,,0,154,323,1544,0,225,2694,2,0,,,1229,,,3,,1,393,,1,,0,,,,,,25,,,300,0,,,0,14099,0,59,,,,,,0,132,325,,6417,492,0,1,4,,1193,0,107,1,2,,2034,,0,2,771,1,174,59,922,31,0,14,,0,,0,0,,,101,1,,,,0,6121,,,0,,166,1155,,0,1,2,0,,8,0,277,,,20,434,735,0,21,,0,801,936,2,,,738,4,,1,1,,
